timestamp_us;participant;state;active_label_id;active_label_name;stream_index;ch0;ch1;ch2;ch3;ch4;ch5;ch6;ch7
10871093;Sofiia;PAUSED;0;rest;3;-2;-2;-2;-2;1;1;0;0
10885742;Sofiia;PAUSED;0;rest;0;2;-1;-4;-2;-3;-1;-1;-1
10885742;Sofiia;PAUSED;0;rest;0;2;-2;-2;2;-1;0;1;0
10892578;Sofiia;PAUSED;0;rest;1;-6;-2;-3;0;-1;-1;-3;-2
10892578;Sofiia;PAUSED;0;rest;1;1;-3;0;-1;1;-2;-3;-2
10901367;Sofiia;PAUSED;0;rest;2;0;1;0;0;0;-1;-1;0
10901367;Sofiia;PAUSED;0;rest;2;1;-1;-2;-1;-2;-1;0;0
10916015;Sofiia;PAUSED;0;rest;3;-2;-2;-2;-2;-1;-1;0;-1
10916015;Sofiia;PAUSED;0;rest;3;-1;0;1;4;1;0;0;1
10921875;Sofiia;PAUSED;0;rest;0;2;0;-1;2;2;-2;0;0
10921875;Sofiia;PAUSED;0;rest;0;-2;-4;-2;-10;-5;-3;-4;-3
10931640;Sofiia;PAUSED;0;rest;1;0;-6;-4;-4;-12;-4;-2;-2
10931640;Sofiia;PAUSED;0;rest;1;-2;-2;0;-1;-4;-3;-2;-1
10946289;Sofiia;PAUSED;0;rest;2;0;-2;2;1;3;2;1;1
10946289;Sofiia;PAUSED;0;rest;2;1;2;0;2;4;2;0;2
10951171;Sofiia;PAUSED;0;rest;3;2;0;1;0;1;2;-1;-1
10951171;Sofiia;PAUSED;0;rest;3;1;-1;-1;-1;1;0;-2;-1
10960937;Sofiia;PAUSED;0;rest;0;-1;-1;-2;-1;-1;2;-1;0
10960937;Sofiia;PAUSED;0;rest;0;-2;-1;-1;1;0;-1;0;1
10976562;Sofiia;PAUSED;0;rest;1;-1;-1;-1;-1;1;0;0;-1
10976562;Sofiia;PAUSED;0;rest;1;-2;-5;-1;-2;-4;-1;0;-1
10982421;Sofiia;PAUSED;0;rest;2;0;-4;-1;-4;-1;-2;-2;-1
10982421;Sofiia;PAUSED;0;rest;2;-2;1;-3;2;-1;1;-2;-1
10991210;Sofiia;PAUSED;0;rest;3;0;5;1;2;9;2;1;-2
10991210;Sofiia;PAUSED;0;rest;3;2;2;-2;-2;-4;-1;0;0
11005859;Sofiia;PAUSED;0;rest;0;-1;4;1;4;16;-3;0;-2
11005859;Sofiia;PAUSED;0;rest;0;-2;-6;-3;-9;-12;-4;-2;-3
11012695;Sofiia;PAUSED;0;rest;1;-3;-3;-1;-3;-10;-4;-2;1
11012695;Sofiia;PAUSED;0;rest;1;-1;-4;-2;-2;-6;-6;-4;-3
11021484;Sofiia;PAUSED;0;rest;2;0;-1;-7;-6;-4;13;3;2
11021484;Sofiia;PAUSED;0;rest;2;0;-5;8;8;9;-2;0;-1
11036132;Sofiia;PAUSED;0;rest;3;0;-3;-9;-5;4;0;1;1
11036132;Sofiia;PAUSED;0;rest;3;-2;3;-6;1;6;3;-1;-2
11041992;Sofiia;PAUSED;0;rest;0;1;0;1;0;-3;0;1;-3
11041992;Sofiia;PAUSED;0;rest;0;1;-1;-2;8;4;0;-2;-3
11050781;Sofiia;PAUSED;0;rest;1;2;3;12;5;3;1;1;-1
11050781;Sofiia;PAUSED;0;rest;1;-1;-1;0;-5;-3;-6;-1;0
11066406;Sofiia;PAUSED;0;rest;2;-4;-7;-5;-8;-14;-8;-6;-3
11066406;Sofiia;PAUSED;0;rest;2;-2;-1;-3;-4;-2;0;-2;-3
11073242;Sofiia;PAUSED;0;rest;3;-2;2;0;5;3;1;0;0
11073242;Sofiia;PAUSED;0;rest;3;0;-2;-7;-3;7;9;4;3
11081054;Sofiia;PAUSED;0;rest;0;1;-4;5;8;-4;-8;-2;0
11081054;Sofiia;PAUSED;0;rest;0;4;9;2;3;-10;-11;-2;0
11096679;Sofiia;PAUSED;0;rest;1;-2;0;-4;1;21;15;-1;0
11096679;Sofiia;PAUSED;0;rest;1;-2;-8;0;-4;-6;5;0;1
11102539;Sofiia;PAUSED;0;rest;2;-2;-5;-2;-3;-3;0;-1;0
11102539;Sofiia;PAUSED;0;rest;2;-1;-4;-1;-1;-1;-5;-2;-1
11111328;Sofiia;PAUSED;0;rest;3;3;10;0;5;7;-9;2;-1
11111328;Sofiia;PAUSED;0;rest;3;-1;12;-3;-7;-10;4;-2;-3
11125976;Sofiia;PAUSED;0;rest;0;-2;-4;2;-4;-6;-8;-4;-1
11125976;Sofiia;PAUSED;0;rest;0;-3;-15;-6;-1;-3;1;-1;1
11132812;Sofiia;PAUSED;0;rest;1;-2;0;-2;-6;-4;-5;-4;-2
11132812;Sofiia;PAUSED;0;rest;1;1;4;3;6;10;-3;0;0
11141601;Sofiia;PAUSED;0;rest;2;0;4;-6;3;-1;1;1;-2
11141601;Sofiia;PAUSED;0;rest;2;1;0;5;-1;6;6;1;1
11156250;Sofiia;PAUSED;0;rest;3;-2;-14;-6;-3;-5;1;1;0
